"","ensembl_transcript","extra","Length","hour00_rep1","hour00_rep2","hour00_rep3","hour04_rep1","hour04_rep2","hour04_rep3","hour08_rep1","hour08_rep2","hour08_rep3","hour14_rep1","hour14_rep2","hour14_rep3","gene_symbol"
"17897","ENST00000311320","8_128_2477",2358,67,99,91,26,29,31,6,5,10,2,0,0,"RIN1"
"17898","ENST00000227618","8_39_162",124,0,0,3,1,1,4,0,0,4.25,2,1,2,"ANAPC15"
"17899","ENST00000064780","6_784_1552",775,20,20,19,9,8,6,3,5,6,2,0,3,"RELT"
"17900","ENST00000393375","5_36_156",123,3.33,3.33,2.83,3,10.5,1,2.83,4,3.33,2,3.33,1.33,"TMEM126B"
"17901","ENST00000524376","1_30_84",55,16,13.5,12,10,11.5,13,9,4,8,2,3.5,3,NA
"17902","ENST00000298282","13_359_1688",1339,83,98,88,68,58,62,13,16,13,2,3,8,"PKNOX2"
"17903","ENST00000281182","8_716_1352",643,24,27,29,22,17,18,19,10,9,2,8,16,"ACAD8"
"17904","ENST00000397196","6_233_1310",1082,83,100,104,95,110,76,26,25,33,2,2,10,"WNT5B"
"17905","ENST00000461997","5_87_303",219,44.5,43.5,44.5,33.5,47,33.5,3.5,9,14,2,1,3,"RHNO1"
"17906","ENST00000229238","4_361_388",27,1,2,2,1,1,0,2,1,3,2,0,0,"MRPL51"
"17907","ENST00000298571","6_35_479",448,6,10,8.5,9,8.5,7.5,6,6,6,2,7.5,6.5,"BORCS5"
"17908","ENST00000314565","8_422_920",502,6,10,6.5,7,7.5,10.5,6,6,8,2,5.5,5.5,"BORCS5"
"17909","ENST00000357721","3_216_1002",790,5,5,8,6,8,5,3,9,4,2,5,1,"METTL20"
"17910","ENST00000398637","9_528_570",42,7.75,7.5,8.5,2.5,3.75,7.25,2.5,1.5,3.5,2,1,2.5,"SLC38A1"
"17911","ENST00000447411","5_538_1849",1322,34,25,32,26,27,24,13,13,7,2,3,1,"SLC38A4"
"17912","ENST00000448928","7_423_1302",881,3.5,8.5,4,4,6.5,7,9.5,7,9,2,3,4,"ZNF641"
"17913","ENST00000544117","6_797_2024",1231,5.5,11.5,6,4,10.5,9,15.5,14,12,2,6,5,"ZNF641"
"17914","ENST00000550765","5_400_1003",608,7,1.83,3.83,3.33,5,1.5,3,5.5,6,2,2.5,3.5,"FKBP11"
"17915","ENST00000333924","5_544_919",375,9,13,9,6,7,7,5,4,3,2,9,12,"BCDIN3D"
"17916","ENST00000267079","6_527_2804",2289,35,28,37,25,25,23,10,12,8,2,1,0,"MAP3K12"
"17917","ENST00000303450","4_713_851",140,4,7,6,2,6,3,3,0,4,2,1,2,"HOXC9"
"17918","ENST00000356464","9_164_209",47,5,3,3,1,0,2,1,4,6,2,2,1,"RPS26"
"17919","ENST00000338146","6_26_647",624,17,20,16,15,13,13,7,22,11,2,1,2,"SPRYD4"
"17920","ENST00000349394","5_176_1100",927,4,5,3,2,10,6,7,4,4,2,0,5,"NXPH4"
"17921","ENST00000311915","12_29_1433",1407,6,9,6,13.5,11,6.5,5,8.5,5.5,2,1,3.5,"C12orf66"
"17922","ENST00000544871","1_60_1236",1178,6,8,6,11.5,8,6.5,5,4.5,5.5,2,1,3.5,"C12orf66"
"17923","ENST00000258111","4_75_210",137,0,0,0,0,0,0,2,0,1,2,1,0,"KCNMB4"
"17924","ENST00000256015","4_70_139",69,0,0,0,0,2,1,3,2,3,2,2,14,"BTG1"
"17925","ENST00000360820","6_96_117",23,0,0,2,0,1,0,1,1,5,2,4,8,"SCYL2"
"17926","ENST00000539575","4_17_1205",1199,14.5,22,23,17,16.5,15,3,5,4,2,1,5,"MVK"
"17927","ENST00000625889","2_17_1049",1042,13.5,21,22,17,14.5,12,3,4,4,2,1,5,"MVK"
"17928","ENST00000426426","2_391_718",331,7,28,30,21,22,16,14,15,12,2,4,5,"TMEM233"
"17929","ENST00000242592","8_152_1388",1247,7,6.5,7.5,7.5,4.5,8,3,3,3.5,2,3,1.5,"ACADS"
"17930","ENST00000411593","2_26_1250",1235,5,5.5,5.5,5.5,4.5,7,3,3,3.5,2,3,1.5,"ACADS"
"17931","ENST00000466564","2_6_249",244,8,3,4.5,3,4,4,1,1.5,2.5,2,1.5,2,"MYCBP2"
"17932","ENST00000486679","2_1_286",287,4.5,6,6,10,5,3,4,3.5,3.5,2,3,3,NA
"17933","ENST00000376581","9_37_424",390,1.67,5,5.67,5,3.33,2.33,3,3.33,7,2,1.33,1.67,"FARP1"
"17934","ENST00000327441","11_758_1793",1045,11,22,9,18,16,13,9,7,9,2,2,6,"MIPOL1"
"17935","ENST00000298832","13_187_259",74,2,6,5,4,3,1,1,3,4,2,1,5,"TTLL5"
"17936","ENST00000251089","6_1056_2124",1074,7,9,4,6,2,3,5,8,6,2,6,5,"ANGEL1"
"17937","ENST00000238561","9_100_1669",1580,1,4.5,5,5.5,4.5,4.5,3,1.5,2.5,2,1,2.5,"ADCK1"
"17938","ENST00000341211","5_44_1409",1375,1,4.5,3,3.5,4.5,1.5,3,1.5,2.5,2,1,1.5,"ADCK1"
"17939","ENST00000560734","5_2_872",873,1.75,4.67,4.75,2.42,1.17,2.67,0.83,3.92,0.83,2,1.08,1.92,"SHF"
"17940","ENST00000261845","6_51_189",141,6,6,5,3,7,3,6,0,6,2,3,6,"MAPK6"
"17941","ENST00000352903","6_25_1198",1186,3,5.5,6,5.5,6.5,3,2,7.5,7,2,1.5,4,"TEX9"
"17942","ENST00000537232","5_462_1410",958,2,5.5,6,5.5,4.5,2,2,5.5,5,2,0.5,4,"TEX9"
"17943","ENST00000319580","12_642_1596",964,4,4,3,7,0,2,2,2,2,2,0,0,"ANKDD1A"
"17944","ENST00000566377","5_36_897",869,31.18,33,32.6,27.07,35.12,26.13,12,15.4,12.6,2,2.33,4.75,"MPI"
"17945","ENST00000308527","5_1198_2920",1725,115,113,130,54,47,33,5,3,8,2,2,5,"SNX33"
"17946","ENST00000560440","5_3980_4076",98,0.5,2.5,2.5,2.5,2,1.5,0.5,0.5,1,2,0,2.5,"IREB2"
"17947","ENST00000559554","5_150_630",487,0.5,2,2,1.5,1,0,2,0.5,0,2,1,0,"CHRNA5"
"17948","ENST00000564406","5_195_1845",1653,26,29,23,38,28,34,17,11,14,2,5,10,"DET1"
"17949","ENST00000394258","6_836_1331",501,20,14,21,11,10,16,7,9,7,2,3,0,"RCCD1"
"17950","ENST00000327355","5_300_777",479,1,1,2,1,0,1,2,1,3,2,3,2,"FAM174B"
"17951","ENST00000394196","8_27_42",17,0,1,0,1,0,0,0,1,3,2,3,2,"CHD2"
"17952","ENST00000409796","5_64_952",889,1.25,3,1.5,3.92,5.25,5.5,9,4.25,6.42,2,3.67,4.75,"LYSMD4"
"17953","ENST00000535977","5_223_1066",850,15,17,34,11,9,12,3,2,7,2,2,6,"RAB40C"
"17954","ENST00000426508","6_1829_4751",2940,24,38,23,24,32,15,3,7,9,2,7,0,"IFT140"
"17955","ENST00000361871","7_171_453",284,3,6,7,2,3,6,1,5,4,2,2,2,"MSRB1"
"17956","ENST00000572600","5_134_821",695,13.33,9.67,10.33,6.67,5.33,9,5,5.67,1.33,2,2.67,2.67,"CLUAP1"
"17957","ENST00000423335","2_309_972",666,13.5,15,25.5,21.5,14.5,11.5,5.5,4,4,2,0,1.5,"SHISA9"
"17958","ENST00000320394","10_700_1561",871,22,28,20,25,20,22,11,16,20,2,4,10,"IQCK"
"17959","ENST00000299237","2_1452_2370",918,7,2,6,3,4,3,1,7,3,2,1,0,"ZNF319"
"17960","ENST00000564100","5_1142_1931",794,7,11.5,10,13.5,10.5,7,3.5,6,2.5,2,1.5,4,"SLC38A7"
"17961","ENST00000570101","5_1158_2271",1121,14,14.5,13,16.5,10.5,9,4.5,9,2.5,2,1.5,3,"SLC38A7"
"17962","ENST00000330687","8_183_885",706,4.5,5.5,11.5,6,4.5,7,3.5,0.5,3.5,2,0.5,2,"CMTM4"
"17963","ENST00000243878","8_323_1361",1044,29,35,28,14,23,20,16,14,18,2,3,5,"ENKD1"
"17964","ENST00000308027","6_309_1587",1283,1,1,3,1,5,3,2,0,3,2,0,0,"SLC16A13"
"17965","ENST00000333751","4_815_1478",665,33,31,34,14,6,10,2,2,4,2,0,1,"KCTD11"
"17966","ENST00000316425","9_114_552",442,11,14.5,14.5,14.5,13.5,12.5,8.5,7.5,8.5,2,2.5,4.5,"TMEM107"
"17967","ENST00000437139","6_89_509",424,11,14.5,14.5,14.5,13.5,12.5,8.5,7.5,8.5,2,2.5,4.5,"TMEM107"
"17968","ENST00000612492","4_200_680",483,10.67,7.17,11.17,11.5,12.5,4.83,4.5,4.5,3.17,2,1,0.5,"PMP22"
"17969","ENST00000395936","5_148_502",357,7.67,5.17,7.67,10.5,8.5,4.33,4,4.5,2.17,2,1,0,"PMP22"
"17970","ENST00000323019","8_269_1574",1309,13.5,9,10,1,9.5,6,7.5,11,8,2,3.5,1,"MIEF2"
"17971","ENST00000613478","1_125_506",386,27,30,29,25,32,20,19,9,24,2,9,7,"CISD3"
"17972","ENST00000246672","3_632_2474",1849,17,28,27,1,4,1,0,1,1,2,3,5,"NR1D1"
"17973","ENST00000251642","7_224_2258",2045,14,17,16,22,15,18,12,3,4,2,5,5,"DHX58"
"17974","ENST00000007414","7_496_2719",2241,22,48,40,12,12,15,12,10,11,2,2,8,"OSBPL7"
"17975","ENST00000317442","12_311_878",573,9.67,9.67,6.67,11,8.33,12.33,5.33,6,2.67,2,4,3.67,"CEP112"
"17976","ENST00000580974","5_697_1501",815,8,12,8,9,10,11,1,2,0,2,4,1,"PITPNC1"
"17977","ENST00000583476","5_81_486",409,3,4.75,4.42,1.83,2.5,2.08,3.58,3.67,3.33,2,3.25,1.42,"NAT9"
"17978","ENST00000590947","5_549_729",181,4,4.33,3.67,4.33,2.67,0.67,1.67,3.67,1.33,2,0,0.33,"RP11-552F3.12"
"17979","ENST00000591885","5_1368_3033",1676,46,57,51,34,26,27,15,13,12,2,2,1,"RHBDF2"
"17980","ENST00000269385","8_119_1286",1171,15,11,9,7,6,0,5,2,6,2,3,5,"CBX8"
"17981","ENST00000392343","3_356_2609",2265,11,24,15,11,12,9,9,5,4,2,1,3,"CCDC57"
"17982","ENST00000269389","7_697_1096",401,1,5,11,1,3,1,4,2,4,2,1,2,"SECTM1"
"17983","ENST00000320865","3_60_1098",1049,18,26,21,17,13,20,6,12,13,2,1,2,"B3GNTL1"
"17984","ENST00000313654","13_851_10241",9463,5.25,8.25,8,9.75,13.25,10,6,4,3.75,2,3,2,"LAMA3"
"17985","ENST00000399516","7_610_9832",9294,4.75,7.75,7.5,9.75,12.25,9.5,6,4,3.75,2,3,2,"LAMA3"
"17986","ENST00000269195","5_4_37",35,2,0,0,0,0,0,0,0,1,2,1,0,"GALNT1"
"17987","ENST00000360242","9_202_1657",1463,7,9,7,9,5,9,3,4,9,2,0,4,"CCDC102B"
"17988","ENST00000597590","5_72_1383",1325,6.5,9.5,9,7.5,7,6,7.5,3.5,5.5,2,3,0,"FSD1"
"17989","ENST00000221856","10_346_1636",1302,6.5,12.5,13,11.5,8,5,5.5,3.5,4.5,2,3,0,"FSD1"
"17990","ENST00000536716","1_147_705",560,15,9,12,5,3,4,1,3,3,2,0,0,"TNFAIP8L1"
"17991","ENST00000270530","8_941_2579",1653,36,31.5,34.5,29,25.5,39,11.5,11.5,11.5,2,3,3.5,"EVI5L"
"17992","ENST00000538904","6_745_2416",1687,36,31.5,34.5,29,25.5,39,11.5,11.5,11.5,2,3,3.5,"EVI5L"
"17993","ENST00000264827","9_391_2323",1950,14,19.5,25.5,13.5,12.5,10,4.5,5.5,5,2,2,2,"HOOK2"
"17994","ENST00000397668","7_294_2232",1957,14,19.5,25.5,13.5,12.5,10,4.5,5.5,5,2,2,2,"HOOK2"
"17995","ENST00000215061","8_213_837",630,16,21,22,12,11,14,4,8,8,2,2,2,"OCEL1"
"17996","ENST00000252595","11_932_2036",1113,20,24,25,18,17,25,11,9,10,2,2,3,"SLC27A1"
"17997","ENST00000222256","8_243_840",600,4,8,7,0,1,2,5,2,4,2,2,3,"RAB3A"
"17998","ENST00000269919","10_96_723",633,7,7.17,5.75,4.58,1.83,4.42,3.83,3,1.5,2,1.75,2.17,"PGPEP1"
"17999","ENST00000404801","1_388_2284",1899,15,22,25,8,7,13,8,9,9,2,5,7,"ZNF792"
"18000","ENST00000591613","2_120_285",168,20.5,31.5,25.5,21,20.5,25.5,22,15,22.5,2,4,4,"AC002398.9"
"18001","ENST00000620918","4_288_1005",724,6.5,10.83,8.83,2.83,3,3.33,2.5,2,2.67,2,1.5,0.33,"PROSER3"
"18002","ENST00000588831","5_1298_2939",1644,26,27,20,13,14,14,10,7,14,2,1,2,"LRFN3"
"18003","ENST00000337679","12_945_1017",72,5.2,6.5,5.25,7.25,5,3.25,3,5.25,4.25,2,2.25,2.25,"YIF1B"
"18004","ENST00000263370","2_103_2083",1988,23,24,32,7,9,8,4,10,1,2,3,3,"ITPKC"
"18005","ENST00000599111","5_528_1956",1441,2,2,3,3.67,0,1.67,2.67,2,0.33,2,1.83,2,"PLA2G4C"
"18006","ENST00000391835","1_718_823",105,2,0,2.5,1,1.5,2,0,1.5,0.5,2,3.5,3.5,"AKT1S1"
"18007","ENST00000421832","2_46_1090",1045,1,2,3,5,2,0,4,1,3,2,2,0,"CTU1"
"18008","ENST00000601493","5_657_1632",975,5.5,4,6.5,3.5,3.5,3.5,2,0.5,2.5,2,2,1,"ZNF415"
"18009","ENST00000253144","13_1436_2723",1290,37,46,33,14,19,17,13,11,7,2,5,6,"ZNF331"
"18010","ENST00000389623","10_24_4743",4734,1,2,1,1,4,3,1,5,4,2,2,2,"SSC5D"
"18011","ENST00000586790","5_935_1745",815,30,35,23,25,19,13,8,16,11,2,12,19,"CCDC106"
"18012","ENST00000308031","9_224_2012",1792,25,15,16,11,13,13,4,9,6,2,3,3,"ZNF471"
"18013","ENST00000597230","2_325_523",198,7,6,3,3,3,3,3,7,1,2,1,1,NA
"18014","ENST00000594051","5_482_2015",1534,40,51,42,29,33,26,19,17,16,2,4,4,"ZBTB45"
"18015","ENST00000406397","1_526_1099",577,1,2,0,4,3,2,1,5,6,2,3,1,"VSNL1"
"18016","ENST00000333610","3_364_586",223,4,2,1,3,5,2,3,1,1,2,2,2,"TTC32"
"18017","ENST00000295304","4_96_648",556,23,15,18,16,18,12,14,26,13,2,9,5,"CHAC2"
"18018","ENST00000420918","3_73_274",202,1,7,5,2.5,2.5,5.5,2.5,6,2.5,2,3.5,2.5,NA
"18019","ENST00000244217","5_19_547",530,13,14,14,18,12,16,5,9,5,2,2,3,"MCEE"
"18020","ENST00000305557","9_938_2237",1307,51,67,80,42,32,36,7,6,8,2,2,2,"RTKN"
"18021","ENST00000410071","5_11_47",37,3,1,0,3,2,2,5,0,3,2,0,5,"EVA1A"
"18022","ENST00000347055","3_161_173",12,1,4,5,3,3,6,2,1,2,2,1,0,"KRCC1"
"18023","ENST00000295206","6_512_1688",1177,3,7,4,9,2,20,5,4,4,2,0,5,"EN1"
"18024","ENST00000409642","7_338_377",41,4,4,4,6,4,6,2,3,6,2,0,2,"LYPD6B"
"18025","ENST00000331426","5_153_1224",1074,22,14,26,19,21,21,5,3,14,2,2,6,"RBM43"
"18026","ENST00000259056","4_274_325",53,11,5,15,5,17,15,11,14,10,2,2,3,"GALNT5"
"18027","ENST00000392749","6_111_183",74,1,4,3,1,5,10,8,3,4,2,6,9,"TANK"
"18028","ENST00000306721","7_737_1454",724,32,35,37,32,28,19,4,6,4,2,1,1,"CDCA7"
"18029","ENST00000453026","6_491_578",90,16,22,10,18,13,13,7,6,8,2,0,3,NA
"18030","ENST00000304636","7_102_114",14,0,0,0,0,0,1,0,1.5,0,2,1,0.5,"COL3A1"
"18031","ENST00000360409","7_398_503",107,6,3,7,5,4,11,4,4,7,2,2,1,"NRP2"
"18032","ENST00000454545","5_435_1218",786,11,13,9,5,13,6,2,2,0,2,0,1,"TMEM169"
"18033","ENST00000498327","5_2216_2885",674,4.17,7.75,4.75,4.25,3.92,3.67,2.33,2.92,2.33,2,3.67,3,NA
"18034","ENST00000262547","9_309_2466",2176,17,7,7,4,8,10,4,0,2,2,1,4,"DZANK1"
"18035","ENST00000372980","3_874_2962",2092,91,128,121,64,44,61,10,11,2,2,1,1,"JPH2"
"18036","ENST00000426004","5_181_409",231,2.25,2.75,3.75,2.25,3,3.5,1.5,3.5,2.75,2,1.75,2,"SYS1"
"18037","ENST00000452133","1_23_257",238,2.25,2.75,3.75,2.25,3,3.5,1.5,3.5,2.75,2,1.75,2,"SYS1-DBNDD2"
"18038","ENST00000458187","5_31_322",295,2.25,2.75,3.75,2.25,3,3.5,1.5,3.5,3.75,2,1.75,2,"SYS1-DBNDD2"
"18039","ENST00000371149","7_244_1735",1494,11,19,14,12,12,16,15,12,15,2,2,3,"APCDD1L"
"18040","ENST00000530122","1_2042_2579",543,14.33,15.58,14.25,16.58,15.25,14.25,7.58,10.58,9.17,2,1,1.92,"STX16-NPEPL1"
"18041","ENST00000343484","9_173_1067",905,16,19,26,18,15.5,27,17,20.5,19.5,2,4.5,5.5,"TCEA2"
"18042","ENST00000342101","7_381_882",507,2.67,4.5,3.33,6.33,4,4.33,2,2,2,2,2,1.67,"IFNAR2"
"18043","ENST00000291672","5_1525_2083",560,12,13,20,6,12,9,1,7,6,2,5,3,"SPATC1L"
"18044","ENST00000329517","10_238_1219",986,14,22,15,8,10,11,1,2,1,2,0,3,"GNB1L"
"18045","ENST00000405930","3_307_2335",2038,52,55.5,53.5,47,46,41.5,36,25.5,39.5,2,7.5,5.5,"ZDHHC8"
"18046","ENST00000216117","8_364_1204",845,72,79,63,21,17,20,5,2,2,2,4,1,"HMOX1"
"18047","ENST00000249071","10_123_699",581,14,19,15,9,15,15,15,11,15,2,0,2,"RAC2"
"18048","ENST00000357436","4_314_2417",2122,13,20,15,7,8,14,4,3,5,2,0,2.5,"SH3BP1"
"18049","ENST00000331479","3_75_396",324,4,8,3,6,7,5,7,10,9,2,1,2,"SMDT1"
"18050","ENST00000256495","3_700_1840",1145,201,230,218,26,23,21,8,9,5,2,5,2,"BHLHE40"
"18051","ENST00000613206","1_947_3446",2510,15,19,16,9.5,11,14,1.5,2.5,2.5,2,0.5,0.5,"IQSEC1"
"18052","ENST00000402271","5_46_850",812,3,4.67,4.67,4.33,4,5.33,3.33,3.67,2,2,0,1.33,"HDAC11"
"18053","ENST00000295757","7_268_1225",967,4.5,6.17,5.17,4.83,4,6.33,3.33,4.67,2.5,2,0,1.83,"HDAC11"
"18054","ENST00000522202","5_119_1007",898,4.5,6.17,5.17,4.83,4,6.33,3.33,4.67,2.5,2,0,1.83,"HDAC11"
"18055","ENST00000420173","2_86_1214",1132,22.5,21,20,24,15,20.5,9,13,13,2,2.5,5.5,"OXSM"
"18056","ENST00000280701","7_100_1477",1380,22.5,26,21,26,17,22.5,11,14,14,2,2.5,7.5,"OXSM"
"18057","ENST00000296127","7_66_276",211,11.33,17,12,8,13,10.33,7,19,16,2,5,4,"ZDHHC3"
"18058","ENST00000450053","7_3525_8442",4950,11,17,20,15,19,12,9,5,13,2,2,1,"NBEAL2"
"18059","ENST00000445061","5_305_377",74,2,6,2,3,3,1,1,1,3,2,1,0,"DHX30"
"18060","ENST00000418577","1_577_1243",670,25,28,30,20,30,25,19,21,28,2,7,10,"CYB561D2"
"18061","ENST00000478201","1_6_165",160,15,20.5,21,17.5,19.5,14,9,7,6.5,2,3.5,1,"RP11-330H6.5"
"18062","ENST00000394729","6_479_2357",1895,14,22,12,15,12,6,3,0,6,2,6,1,"PRKCD"
"18063","ENST00000320057","9_568_2329",1769,4.5,4.5,3,7.5,15,8,4.5,5,4,2,1.5,1,"IL17RD"
"18064","ENST00000510994","5_118_391",273,7,3,3,6,4,3,7,1,4,2,1,1.5,"ANAPC13"
"18065","ENST00000514251","5_737_833",98,19.5,17.5,17,6.5,9,11,3,2,1,2,1,3.5,"ZBTB38"
"18066","ENST00000392379","5_925_1432",508,7,13,3,8,3,3,3,1,2,2,1,0,"BDH1"
"18067","ENST00000338806","4_849_2787",1951,11.67,18,12.83,10.33,10,6.5,2,1.33,2.67,2,0.67,2,"RGS12"
"18068","ENST00000324989","11_90_2148",2071,5.67,5,3.33,3.33,3.67,3,1.67,1.67,3.67,2,0,0.67,"CRMP1"
"18069","ENST00000397890","6_216_1932",1729,5.67,6,3.33,3.33,3.67,4,1.67,1.67,3.67,2,0,0.67,"CRMP1"
"18070","ENST00000512574","1_535_2245",1723,5.67,5,3.33,3.33,3.67,3,1.67,1.67,3.67,2,0,0.67,"CRMP1"
"18071","ENST00000424120","5_3237_5115",1894,18,16,25,23,19,14,8,6,9,2,1,2,"CC2D2A"
"18072","ENST00000273857","8_2608_3127",521,20,13,23,18,17,21,9,6,11,2,4,2,"CORIN"
"18073","ENST00000510515","5_68_140",75,7.83,10.67,8.83,3.67,8.83,5.5,7.33,7,6.5,2,2,1.33,"SEPT11"
"18074","ENST00000340139","9_87_99",12,0,0,0,1,0,1,1,1,0,2,0,0,"INTS12"
"18075","ENST00000626637","1_79_955",885,11,10,12,11.33,19.33,10,10,9.67,8.67,2,4,6,"HADH"
"18076","ENST00000310754","5_508_1291",783,14,13,8,10,13,7,4,11,3,2,3,4,"TRAM1L1"
"18077","ENST00000296530","12_915_996",81,3.67,2.33,3,3.67,3.33,5,6.33,6.33,6.67,2,0.33,4.33,"FAM198B"
"18078","ENST00000296795","7_402_2817",2420,9,13,13,13,12,14,8,10,7,2,3,0,"TLR3"
"18079","ENST00000620197","4_221_527",310,36,36,32,26.33,30,25,12.33,14.33,15.67,2,2,3.67,"SKP2"
"18080","ENST00000296812","6_57_978",927,8,7.33,8.33,11.67,9.67,13.33,5.67,6,4.33,2,1,1.33,"FBXO4"
"18081","ENST00000361115","4_217_457",241,7,11,12,5,3,9,4,4,3,2,0,1,"CCL28"
"18082","ENST00000543322","5_17_500",489,2.62,3.78,4.25,4.25,1.87,3.78,2.7,2.92,3.95,2,0.92,1.03,"PTCD2"
"18083","ENST00000618628","4_1157_1223",66,2,5,4,14.5,7,6,0,5,3,2,1,6,"ENC1"
"18084","ENST00000316610","6_477_1314",838,11,9,9,4,8,8,10,5,7,2,1,0,"MBLAC2"
"18085","ENST00000230792","6_98_1484",1391,26,16.5,19.5,21.5,18.5,21,9.5,6,6.5,2,1.5,3,"NUDT12"
"18086","ENST00000507423","1_94_1426",1337,26,16.5,19.5,21.5,18.5,21,9.5,6,6.5,2,1.5,3,"NUDT12"
"18087","ENST00000333274","10_328_967",643,17,11,17,23,34,25,20,18,12,2,6,1,"EFNA5"
"18088","ENST00000504771","2_1874_2372",500,35,34,29,33,37,41,11,26,9,2,5,3,"TNFAIP8"
"18089","ENST00000253754","7_65_1055",998,80.17,114.33,102.83,81.83,74.83,77.67,30,32.17,29.5,2,1,3,"PDLIM4"
"18090","ENST00000254901","9_123_879",765,8.5,8,7.5,11,7.5,6.5,6,9.5,7,2,1.5,4,"REEP2"
"18091","ENST00000378339","6_193_955",771,8.5,8,7.5,11,7.5,6.5,6,9.5,7,2,1.5,4,"REEP2"
"18092","ENST00000434752","3_963_3678",2715,15,14,18,9,4,2,7,11,6,2,5,5,"PROB1"
"18093","ENST00000231173","5_336_2592",2258,5,6,6,4,7,4,3,2,3,2,1,2,"PCDHB15"
"18094","ENST00000618934","1_805_2443",1640,4.5,2.5,2.5,5.5,4,4,1,1,2,2,2.5,2,"PCDHGB3"
"18095","ENST00000360966","9_130_310",181,25.5,26.33,16.67,18.5,20.67,16.33,11.33,9.5,8.83,2,4.17,2,"FGF1"
"18096","ENST00000307662","4_530_3239",2712,25.5,28.5,24,14.5,12.5,13,4.5,5.5,3,2,3,4,"SYNPO"
"18097","ENST00000394243","5_1107_3162",2057,25.5,26.5,21,13.5,12.5,13,4.5,4.5,3,2,3,4,"SYNPO"
"18098","ENST00000286307","5_57_1137",1085,10,12,11,6,7,2,2,3,3,2,3,2,"LSM11"
"18099","ENST00000393975","3_140_995",856,17,11,10,14,11,14,9,8,8,2,2,4,"C1QTNF2"
"18100","ENST00000408953","3_509_2291",1782,19,16,22,40,34,42,15,15,17,2,1,2,"ZBED8"
"18101","ENST00000519643","5_7_1297",1302,34.5,36.5,32.5,17,21,18.5,5,4,3.5,2,3.5,7,"SH3PXD2B"
"18102","ENST00000334984","10_1293_4743",3454,30,35.67,26.17,26.5,23.83,20,3.33,2.67,4.67,2,1,2.5,"RREB1"
"18103","ENST00000332995","11_322_1924",1615,22,16,20,18,20,19,9,7,3,2,5,3,"PHACTR1"
"18104","ENST00000502704","2_161_371",212,0.4,0.6,1.8,0.2,0.2,0.2,0,2.4,1.2,2,0.2,1.4,"KIF13A"
"18105","ENST00000346618","7_163_1462",1307,23.5,17.5,19,29,18.5,22.5,8.5,8.5,8,2,3,1,"E2F3"
"18106","ENST00000535432","2_137_1139",1010,15.5,15.5,19,20,14.5,15.5,2.5,5.5,6,2,2,1,"E2F3"
"18107","ENST00000454678","6_72_117",45,1,2,5,0,1,1,1,2,1,2,1,3,"TRIM26"
"18108","ENST00000374859","2_169_727",564,23,39,45,27,44,31,25,28,20,2,10,3,"PSMB9"
"18109","ENST00000374677","7_121_154",35,4,1,0,2,4,3,2,3,9,2,3,5,"SLC39A7"
"18110","ENST00000266000","10_97_190",94,1.5,1.5,1.5,1,0.5,1.5,0,1.5,1.5,2,2.5,2.67,"DAXX"
"18111","ENST00000374542","9_101_197",97,1.5,1.5,1.5,1,0.5,1.5,0,1.5,1.5,2,2.5,2.67,"DAXX"
"18112","ENST00000360694","7_43_109",68,2,1,0,0,4,0,0,2,3,2,1,2,"PPARD"
"18113","ENST00000372116","5_462_531",69,7,7,4,7.5,6,8.5,9.5,7,7,2,2,2.5,"MRPS18A"
"18114","ENST00000413795","5_491_3098",2624,1.67,1,1.67,2.67,2.67,1.67,2.67,4,2.67,2,3.33,2.67,"GRIK2"
"18115","ENST00000368972","7_196_484",291,2.5,3,5,5,2,6.5,4,3,4,2,1.5,0.5,"ARMC2"
"18116","ENST00000392589","5_746_797",51,0,0,1.5,1,0,0,1,1,0,2,1,3.5,"WASF1"
"18117","ENST00000606080","1_448_1963",1522,9,18,18,12,6,8,3,2,2,2,0,1,"FRK"
"18118","ENST00000331677","7_256_319",65,0,0,0,0,3,1,0,2,3,2,0,2,"DSE"
"18119","ENST00000531224","5_51_108",57,2,0,2,0,3,1,0,3,1,2,1,4,"BCLAF1"
"18120","ENST00000507747","1_57_555",504,4,6,1,4,2.5,3,5,6,3,2,0.5,3.5,"RP11-514O12.4"
"18121","ENST00000402746","5_454_2077",1636,27,35,22,38.67,26.5,36.5,12.83,19.5,13.5,2,6,8,"MAD1L1"
"18122","ENST00000359574","7_541_1084",550,7.5,8,8.5,1.5,0,2,1.5,0,2,2,2.5,0.5,"LFNG"
"18123","ENST00000313324","8_202_406",205,1,1,3,3,2,5,6,6,4,2,3,3,"FAM220A"
"18124","ENST00000396706","2_307_412",107,13,9,14,2,11,7,12,9,14,2,1,1,"ZDHHC4"
"18125","ENST00000419307","5_623_1592",975,32.5,34.5,34.5,30,27.5,28,21.5,19.5,16.5,2,4.5,6.5,"DFNA5"
"18126","ENST00000006015","3_199_1012",814,28,47,25,15,11,12,2,0,5,2,0,2,"HOXA11"
"18127","ENST00000324453","12_328_721",397,8,9,13,5,11,12,12,10,7,2,4,3,"MTURN"
"18128","ENST00000265299","6_165_2349",2202,5,10,12,7,5,5,0,4,4,2,0,0,"FAM188B"
"18129","ENST00000395556","6_189_288",100,3.5,1.5,5,5,7.5,1.83,5.33,1.83,1.33,2,1,1.5,"FIGNL1"
